,html,position,location,company,jobreq
1260,data/html_job_postings/4c45b7305bbb8770_fccid.html,data analyst,"San Francisco, CA",,"['\nMeasuring the quality of different data sources', '\nRelating external public or licensed data to our internal entity representations', '\nMeasuring the quality of our algorithms', '\nContributing to the development of our algorithms', 'In addition to a competitive salary and benefits, this is a unique opportunity to work with an experienced team of data scientists and engineers in the heart of San Francisco. You’ll be working on an advanced data delivery platform in the healthcare space. You will gain practical experience working with many of the latest tools and systems in the field, including:', '\n Big data processing tools', '\nApache Spark', '\nDatabricks', '\nBusiness intelligence platforms and tools', '\nLooker', '\nAWS Redshift', '\nAutomation and data pipelines tool', '\n Kafka', '\nJenkins', '\nDocker', '\nAirflow', '\nCollaborate with a team of product managers, analysts and other developers to define and complete data projects from data ingestion, to analysis to recommendations.', '\nDevelop methodology to gain insights into our proprietary and external data sets', '\nSupport data science team in evaluating quality of our entity creation and mapping algorithms', '\nUnderstand and perform quality checks of our business intelligence, like discovering inconsistencies in our datasets', '\nDemonstrate ability to work well independently, collaborate with teammates, and influence across organizational boundaries', '\nPlay a key role in creating both product and client-facing analytics.', '\nPerform analysis, develop reports, visualizations, statistical analysis and computations using Python, R, or Scala', '\nExperience working with large datasets', '\nWorking knowledge of statistics and visualization.', '\nExpert SQL skills. Able to create and to evaluate complex SQL statements involving numerous tables and complex relationships.', '\nStrong skills working with one or more of the following languages:', '\nPython', '\nR', '\nScala', '\nExperience working with data frames and data frame modules or tools such as Pandas, Jupyter, Zeppelin, Databricks, or similar.', '\nFast learner; curiosity about and passion for data.', '\nBonus Points', '\nExperience with Apache Spark', '\nPractical experience with Databricks', '\nExperience with Healthcare Provider Data', '\nBachelors or Masters degree in a technical field', '\n2 Years of relevant work experience', '\nMust be legally authorized to work in the United States for any employer without sponsorship', '100% paid HDHP Health plan, Dental, Vision for Employee tier and cost sharing for all other tiers', 'Company matching 401(k)', 'Generous PTO and 9 Holidays', 'Paid Life, Short and Long Term Disability', 'Paid maternity / paternity and much more', 'Flexible work arrangements so you can balance work/life', 'Competitive salary and success sharing bonus', 'The opportunity to get in on ground floor and grow and learn as the company grows', 'Work at in a fun, flexible, casual environment', 'Ability to telecommute when needed', 'Remote work may be available for certain jobs', 'Plus, the free gourmet coffee to fuel the brainpower necessary to conquer your goals, and free drinks and snacks.']"
1262,data/html_job_postings/66a8043c6d23373e_fccid.html,data analyst,"San Francisco, CA",,"['\nSet business metrics that measure the health of our business and product', '\nCollaborate with product, engineering, finance, business and operations teams to translate business insights into decisions and actions', '\nFind opportunities for growth and efficiency', '\nDesign and analyze experiments', '\nDevelop dashboards and frameworks to monitor business and product performance', '\nDegree in a quantitative field like statistics, economics, engineering, or applied math preferred\n', 'Minimum of 3 years of relevant experience in data science or analytics role', '\nProficient in SQL\n', 'Experience in R or Python and data science and visualization libraries', '\nStrong oral and written communication skills, and ability to collaborate with cross-functional partners to build the business', 'Opportunity to join a fast-growing startup and help shape and establish the company’s industry leadership', 'Competitive health benefits', 'Daily catered lunch in our SF office', 'Unlimited PTO for salaried roles', 'Commuter stipend plus pre-tax benefits', 'Monthly cell phone bill stipend', 'Wellness perk for salaried roles']"
1269,data/html_job_postings/0d1b6811b1a0f1c3_fccid.html,data modeler,"Melbourne, FL",,['\n']
1270,data/html_job_postings/1858c5c64909e2b0_fccid.html,senior natural language processing (nlp) engineer,"Boston, MA",,"['Join a small team creating a proprietary NLU stack from the ground up!', 'Be granted freedom, authority, and responsibility to make our customers successful', 'Work with a wide range of systems, processes and technologies and own problems from end-to-end', 'Uphold our Drift Leadership Principles and be the teammate you want to work with', 'Collaborate across the organization with other teams within engineering, sales, operations, and customer success', 'Have experience building statistical models to understand language at the level of words, sentences, conversations, and/or industries', 'Are exceptional in a few areas (ex: Scikit-Learn, spaCy, PyTorch); We like pointy people', 'Are excited about collaborating with conversation Designers, Front End Developers, and Data Engineers', 'Can stitch together many different services and processes, even if you have not worked with them before', 'Uphold quality standards in engineering, security, and design', '(BONUS) Have experience with pre trained language models like ELMo, BERT, GPT-2', 'Building an active learning framework for labeling of chat data at scale', 'Researching methods for learning an ontology of domain specific terminology to power NER', 'Designing diagnostic systems to continuously monitor the performance of classifiers', 'Developing applications that crawl millions of lines of chat text to discover patterns and suggest new content for bots', 'Chris Ward, NLP Data Scientist, joined July 2016. Chris develops our NLU stack, including our intent classifier.', 'Jeff Orkin, Head of Data Science, joined May 2015. Jeff designed our unique event-based dialog manager, and works closely with our ML engineers and Data Scientists.', 'Sarah Laeuchli, Product Manager, joined August 2017. Sarah & the team own our AI bot platform and built the data-driven authoring process we use today.']"
1273,data/html_job_postings/1ab12a1648abd7c8_fccid.html,"vice president, data strategy & analytics","Playa Vista, CA",,"['\nLead, develop, execute and maintain vision and strategies that leverage data to drive significant business value for Fullscreen Talent and Brand Teams.', '\nOversee business and operational strategy as it relates to execution across divisions. Translate business needs to analytical problems to solve', '\nAbility to anticipate data needs across the org (Strategy/New Business, Accounts, Talent, Creative, Distribution) and sit with other functional leads to problem solve and support all data complexities', '\nMeet regularly with subject matter experts to develop a deep understanding of the business and business needs as it pertains to data efficiency and scaling methods', '\nHold relationships at both Platform and 3rd party vendors to company at the highest level', '\nPartner with department heads/subject matter experts to help answer critical strategic questions', '\nLead and manage data teams deploying all internal processes; through monitoring, measuring, and providing feedback on process performance.', '\nWork across all functional areas to oversee daily data operations across Fullscreen to ensure business goals are being met, and areas of operational efficiency are identified.', ""\nImprove the data operational systems, processes and policies in support of the organization's mission and vision (when applicable)."", '\nManage data process change at the senior leadership level; includes assisting with developing training materials and facilitating training sessions.', '\nMeet with department heads regularly to report on gaps in process, product strategy and project findings as relating to new platform developments and analytics features.', '\nDevelop operational metrics and report to management quarterly on key initiatives and process enhancements.', '\nDevelop and execute on training and workflow process documentation', '\nLiaison with senior product members as it pertains to the development and construction of the Fullscreen data projects.', '10+ years of related experience in data reporting, platform analytics, data operations, and data product strategy', '\nStrong understanding and knowledge of larger product strategy and data growth initiatives', '\nA deep interest and understanding of social data across multiple platforms (YouTube, Instagram, Facebook, Twitter, Twitch, etc)', '\nSuperior communication skills - ability to translate complex data insights into actionable business recommendations.', '\nStrong analytical skills and business judgment. You should be able to identify ways in which your team can deliver high-quality data analysis that solves real business problems.', '\nManagerial experience overseeing teams and individuals. Experience with building a high-functioning team of Data Analysts, Data Scientists and Data Designers to support business needs.', '\nDemonstrated ability to apply advanced analytics e.g., machine learning and predictive analytics) techniques to solve business problems', '\nExperience with data platforms (AWS), data warehouses, and ETL', '\nExperience with Business Intelligence and Data Visualization tools (e.g. Looker, Tableau, etc.)', '\nExperience working with Engineering Teams and Software Development Processes', '\nKnowledge and understanding of operational workflow systems, data analysts, and product strategy', '\nBe a self-starter with a strong desire to win and to grow personally and professionally', '\nExcellent written, verbal, and time management skills required', '\nProficiency in SQL and experience working with large relationship database', '\nHands-on experience with Python and R', ""\nBachelor's in Computer Science, Statistics, Mathematics or similar area. Master's or Doctoral degree preferred"", '\nUse What You Need paid time off', '\nFlexible dress code', '\nKitchen stocked with snacks\n', 'Pet Insurance', '\nCatered meal on Fridays', '\nHealth, dental and vision benefits', '\n401(k) with a company match', '\nBoth paid maternity time and paid paternity time', '\nDog-friendly Fridays']"
1275,data/html_job_postings/c9e65c83673ba513_fccid.html,"associate scientist, data science","Irving, TX 75063",,"['Research and development of new products.', 'Provide teams with ad-hoc analysis, reports and dashboards reflecting the state and quality of the data, leveraging best statistical practices.', 'Monitor existing metrics, analyze data, and partner with other internal teams to solve difficult problems creating a better customer experience.', 'None.', ""Bachelor's degree or higher in applied statistics, data science, computer science, or equivalent, relevant experience."", '1-3 years of experience as a data scientist.', 'Excellent time management skills, with the ability to prioritize and multi-task, and work under shifting deadlines in a fast-paced environment.', 'Must have legal right to work in the U.S.', 'Some experience in advanced analytics, model building, statistical modeling, optimization, and machine learning algorithms.', 'Technical mastery in one or more of the following languages/tools to wrangle and understand data: Python (NumPy, SciPy, scikit-learn), R, Matlab, Spotfire, Tableau, Adobe Analytics.', 'Experience with Spark (MapReduce, PIG, HIVE).']"
1276,data/html_job_postings/04817d18faa6531c_fccid.html,strategy analyst,"San Francisco, CA",,"['Collaborate with local operations teams, helping to analyze and prioritize potential product ideas, credit model features, and strategy changes', 'Coordinate with data science, product, marketing, collections, and engineering to propose hypothesis testing to improve profitability', 'Conduct ad-hoc analysis to identify underlying explanations for changes in portfolio performance, develop data-driven solutions, and evaluate expected portfolio impacts', 'Analyze current collections strategy and propose in market changes to improve collection and recovery rates', 'Track and update credit policy to optimize for company risk, profitability, and growth targets', 'Develop statistical models to assist in pricing and user segmentation for capital markets transactions and financial data analysis', 'Understanding of analytical and statistical concepts, prior experience in quantitative modeling and/or using large datasets is a plus', 'Experience with excel, eagerness to learn SQL and R/Python or (similar statistical analysis tool)', '1-2+ years prior work experience', 'Degree in math, engineering, economics, or a related field', 'Strong communication, strategic thinking, and problem-solving skills', 'Enthusiasm for working across cultures, functions and time zones', 'Mission-driven, fast-paced and entrepreneurial environment', 'Competitive salary and equity package', '99% coverage of insurance costs (health, dental, vision)', 'Unlimited PTO', 'Discretionary trips to our offices across the globe', 'Pre-tax commuter and 401(k) programs', 'Weekly team meals', 'Flexible working hours']"
1277,data/html_job_postings/dea24da8e5f7db7c_fccid.html,data science & analytics analyst,"Chicago, IL 60661",,"['You come in with 1-2 years of professional statistical modeling experience with solid knowledge of GLM, Machine Learning, and AI\n', 'Advanced proficiency with statistical programming languages such as R\n', 'Experience writing intermediate SQL queries for data extraction\n', 'Ability to clearly articulate ideas to both technical and non-technical audiences\n', 'Your strong project management and time management skills including the ability to prioritize and contribute to multiple assignments simultaneously, delegating work when necessary, setting clear goals, and managing customer expectations\n', 'You have an advanced degree in fields of quantitative discipline such as Mathematics, Statistics, Engineering, Analytics and other related fields with advanced coursework in statistics\n', 'You have hands on experience in optimization of machine learning algorithm and experience in suing deep learning algorithm\n', ""Master's/Ph. D. degree in statistics/computer science from a highly accredited university\n"", 'Contribute to advanced insurance analytics on topics including utilizing telematics data for risk differentiation, as well as other insurance IoT\n', 'Participate insurance analytics tool development projects\n', 'Collaborate with internal and external partners to deliver innovative analytical products and insights. You will be directly involved in the development of predictive modeling and business intelligence solutions for clients such as credit lenders, insurance carriers, and other financial services institutions\n', 'Contribute to projects involving descriptive, predictive, and prescriptive analysis leveraging a variety of techniques (such as segmentation, logistic regression, survival analysis, principal component analysis, Monte Carlo simulation, scenario and sensitivity analysis, and machine learning)\n', 'Lead small projects and/ or work streams as a part of larger projects; this may involve delegating tasks to other team members and managing the team to meet deliverables on time\n', 'Dig in by extracting data and performing segmentation and statistical analyses on large datasets (using languages such as R, SQL, and Python on Linux and PC computing platforms)\n']"
1280,data/html_job_postings/6fb00fef745ed162_fccid.html,machine learning engineer,"Bethesda, MD 20817",,"['Develop and deploy machine learning services for use in production environments.', 'Develop processes and best practices related to libraries used by the team.', 'Work with the data science team to assist in the creation and optimization of the team’s production-grade machine learning workflows.', 'Explore and recommend emerging technologies and techniques to support/enhance products.', 'Bachelor’s Degree in Computer Science, Data Science, Engineering, or any other technology related field.', '9 years of professional experience in building scalable, machine learning services (both supervised and unsupervised algorithms).', 'Expertise in one or more languages, preferably Python, but others as well.', 'Experience with text embedding representations such as Word2vec, Doc2vec, fastText, BERT, ELMo, XLNet, etc.', 'Experience using NLP libraries/models such as spaCy, gensim, flair, etc.', 'Experience using machine learning libraries and platforms, such as Tensorflow, Keras, PyTorch, Caffee, Theano, Scikit-Learn, etc.', 'Knowledge of machine learning and data science domain and associated model families, such as neural networks, decision trees, Bayesian models, and deep learning algorithms.', 'You have experience translating a business problem into a set of executable steps using machine learning techniques.', 'Focused attention to process improvement and efficiency.', 'Ability to adjust to changing demands; must be able to adjust priorities, working on both urgent requests and longer-term projects.', 'Project/plan management; time management and prioritization skills.', 'Ability to work across organizations, geographies, levels and to develop and maintain positive professional relationships.', 'Communicate verbally and visually in ways the customer understands.', 'Demonstrate adaptable consulting and facilitation skills.', 'Master’s or experience in computer science or other technical related fields.', 'Experience managing multiple projects at a time while managing ambiguity.', 'Passion for working in a high-paced environment focused on delivering the highest quality products and services to customers.', 'Familiarity with cloud services as applied in the DoD and aerospace industry.', 'Knowledge of emerging technical skills, tools, and best practices.']"
1282,data/html_job_postings/d4b5a9b65538b946_fccid.html,senior data scientist,"Madison, WI",Computer Vision,"['This position requires travel up to 10% of the time\n', ""Preferred: Master's Degree in Mathematics, Statistics, Physics, Computer Sciences or Engineering, or related field; PhD strongly preferred\n"", 'Demonstrated experience providing customer-driven solutions, support or service\n', 'Ability to work as part of a team and to communicate effectively.\n', 'Mastery of a wide variety of programming languages and frameworks, demonstrating strong skills in the development, articulation and implementation of coding practices for the team.\n', 'Demonstrated experience communicating complex findings in a clear and concise manor to senior management.\n', 'Demonstrated experience developing and managing complex projects and effectively leading interdisciplinary teams to accomplish project goals.\n', 'Demonstrated experience formulating, approaching, and solving complex analytical problems using a quantitative, scientific approach. Experience with a broad range of modeling techniques such as probabilistic graphical models, natural language processing, kernel methods, recommender systems, support vector machines, deep learning, media mix modeling, linear optimization, decision tree models, survival analysis, principal component analysis, and/or simulation modeling.\n', 'Demonstrated experience working with large, complex datasets using big data technologies and script language.\n', 'Extensive knowledge and understanding of managing data to scale using data summarization, query, and analysis software and tools.\n', 'Creates innovative vision and strategy, along with business application and modeling framework for new datasets, and leads the discovery of insights and relationships from large/complex datasets through investigative research using advanced mathematical and/or statistical techniques.\n', 'Explores data using a variety of advanced statistical techniques to proactively identify relationships, create insights and answer business questions or guide future model development.\n', 'Build the hypothesis, identify research data attributes and determine best approach to address business issues.\n', 'Combines business acumen with mathematical capabilities to build complex predictive models to support business partner objectives and business needs.\n', 'Builds complex programs for running statistical tests on data and for understanding correlation of various attribute.\n', 'Incorporates findings and provides industry and competitor insights as part of model development and enhancement\n', 'Interacts with leadership to assist in the development of strategic direction for the business or business partners.\n', 'Researches and maintains awareness of industry best practices and business strategies.\n', 'Proactively brings in new and innovative ideas and approaches to develop business solutions.\n', 'Monitors industry and competitor trends to determine potential impact to predictive models.\n', 'Incorporates findings and provides industry and competitor insights as part of model development and enhancement.\n', 'Identifies, leverages and develops expertise in emerging technologies, open source tools, and harnesses new techniques.\n', 'Networks with and contributes thought leadership to the broader external analytics community. Builds awareness of leading techniques, tools, and data resources.\n', 'Leads complex research or analytics projects related to large, complex business initiatives. Applies expert knowledge of emerging trends and industry practices.\n', 'Functions in a collaborative and consultancy role. Routinely leads discussions with senior management.\n', 'Interacts and leads discussions with company senior leadership to inform on industry trends and emerging research topics. Serves as internal expert for new areas of analytics exploration.\n', 'Leads the development of new analytical and data science capabilities.\n', 'Mentors less experienced data science professionals.\n', 'Serves as internal thought leader, and provides knowledge transfer and training on new modeling tools and methodologies to less experienced staff.\n', 'Applies advanced design of experiment techniques, as needed, across various business experiments in order to provide cause and effect statistical assessments of initiatives that are driving performance.\n']"
1283,data/html_job_postings/cba29ba09c81bdfb_fccid.html,"manager, data science, programming and visualization","Boston, MA",,"['\nUndergraduate degree in a field linked to business analytics, statistics, applied mathematics, computer science, IT, computer applications, engineering or related field is required; advanced degree is preferred', '\nMinimum of 4-7 years relevant industry experience, or 3+ years consulting experience focused on advanced analytics solutions', '\nPrevious experience working in a global organization or professional services firm is preferred', '\nProgramming and / or scripting experience: Python, VBA, C# preferred', '\nFamiliarity with a broad base of analytics and visualization tools to include one or more of the following: Tableau; Excel, SQL, Hadoop, Alteryx; SAS, R, RapidMiner, SPSS', '\nExperience in core analytics methods, to include one or more of the following: Statistics (t-tests, ANOVA), variable reduction (FA, PCA); Segmentation/clustering techniques; Predictive modeling: e.g. logistic regression, linear regression; Text mining & unstructured data analytics; Simulation: e.g. MC, dynamic, discrete event; Optimization: e.g. linear programming, heuristic']"
1287,data/html_job_postings/ec0b6107d49a9e0b_fccid.html,cloud data scientist,"Boulder, CO",,"['\nAdvanced level proficiency with Python (expertise in developing/deploying machine learning in R, Matlab, Octave, Java also considered)', '\n2+ years creating data pipelines and developing/deploying machine learning models in a business setting (preferably using Python, but expertise in other languages will be\nconsidered).', '\nExpertise in data cleansing, transformation, and model feature creation/abstraction/selection specifically for machine learning.', '\nAbility to discuss pros and cons of various structured and unstructured learning algorithms/methodologies (ANN vs. SVM, kMeans vs. SOM, Bagging vs. Boosting).', '\nUndergraduate degree in computer science, engineering, physics, math, economics, finance or other quantitative field (will consider in place of an undergraduate degree, a top 20% finish in any Kaggle.com competition awarding a cash prize).', '\nPassion for data storytelling and quantitative analysis (ability to provide at least one example of a research paper, blog post, or business presentation created within the past 2 years for school or work on topics of data science).', '\nAbility to communicate complex topics in simple terms.', '\nAt least intermediate competency with any 2 of the following visualization/reporting tools: Excel, Tableau, QlikView, Looker, Power BI, Google Data Studio.', '\nIntermediate to advanced fluency in English.', '\nExposure to cloud environments (Google Cloud Platform preferred but will consider exposure to Amazon Web Services and Microsoft Azure).', '\nMasters degree in computer science, engineering, physics, math, economics, finance or other quantitative field.', '\nComfort with conveying complex ideas using abstract methods (e.g., mathematical equations, process maps, musical notation).', '\nAbility to provide personal Github repository with examples of problem solving code.', '\nAt least one top 25% finish in a Kaggle.com competition (or other data science competition).']"
1290,data/html_job_postings/f1c76e46461d96e7_fccid.html,data analyst,"San Francisco, CA 94105",,"['Engage with key leaders and decision makers across the team to understand their big questions and dilemmas to inform our data strategy and immediate priorities', '\nCommunicate the vision for data and insights across Fusion 360', '\nFacilitate cross functional alignment around operating metrics and key business drivers', '\nOversee the build of a modern data collection system using various sources, technologies, and toolsets (excel, database systems, back office systems, third party software as a service, etc.) and share relevant insights that will inform the business via automated dashboards', '\nData to be analyzed could include: finance-related (billings, revenue), subscription and entitlement, subscription behavior (renewal rates), product usage, purchasing, licensing, customer support, resource capacity, customer profiles, customer feedback, web analytics, marketing campaigns, etc.', '\nCreate forecasts, business intelligence analysis, funnel and user value analysis', '\nAct as a critical partner to the product team to align product metrics, optimize instrumentation, and drive conversion through A/B and MVT', '\nAct as a critical partner to the marketing team to optimize digital campaigns and content and closely monitor the Fusion 360 funnel A-Z', '\nSupport sales, marketing and finances as needed to ensure data systems and dashboard are holistic', '\nAnalyze business and usage data, discover root causes for data anomalies and generate actionable recommendations', '\nCommunicate the state of business, experiment results and recommendations to a cross-functional team and leadership', 'Graduate degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field', '\nAdvanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases', '\nStrong experience in designing systems to capture, organize, analyze, and disseminate insights from quantitative product and business intelligence tools including but not limited to: Amplitude, Google Analytics, events databases, Looker, Tableau', '\nWe are looking for a candidate with 3+ years of experience in a Data Analyst role', 'Direct experience in market, product and business analytics', '\nDemonstrated ability to collaborate across a distributed, global organization to define the team’s data needs and translate into clear, measurable strategy', '\nExceptional attention to detail and accuracy and an ability to understand how to transform data into insights', '\nUnderstanding of statistics (e.g. hypothesis testing, growth analysis)', '\nAdept at queries, report writing and presenting findings', '\nAbility to multitask and handle various priorities in a high paced environment', '\nExperience synthesizing market data to surface actionable insights', '\nThis is not a job for the faint-of-heart but if you have the passion, determination and growth mindset, this is the job for you!', '\nSelf starter, with a hunger to get things done', '\nExperience in startups and cross-functional teams']"
1292,data/html_job_postings/0ee0ae6ba0ed34f5_fccid.html,data scientist,"Beverly Hills, CA",,"['Qualifications/Requirements', 'Sub-Business', 'Career Level', 'City', 'State/Province', 'Country', 'About Us']"
1293,data/html_job_postings/431ea045ec879f15_fccid.html,sr. big data developer,"Washington, DC",,"['Develop Big Data solutions using Hadoop tools and supporting technologies for Federal agency.', '\nProvide expert guidance to agency customers and management teams in related solutions.', '\nMinimum of ten (10) years of IT experience and at least 3 years working with Hadoop tools and technology including Web Services (RESTful /SOAP) & Web Scrapping (HTTP, CSS and HTML).\n', 'Proficient with designing and developing big data solutions.\n', 'Experience with widely-used Hadoop tools such as Apache Spark, Hive, Sqoop, Flume and Oozie.\n', 'Extensive experience working with complex file formats include structured, unstructured and semi-structured data including, but not limited to JSON, XML, CSV etc.\n', 'Experience working with cloud based technology such as Amazon EMR, Redshift. Proficient using Python, Java/Java Script including libraries such as Beautiful Soup, urllib, Selenium.\n', 'Experience working with databases and appliances such as Netezza, Oracle, Sql Server, PostgreSQL & Sybase.\n', 'Experience with data modeling.\n', 'A bachelor’s degree in computer science or related field.\n', '\nCertified Developer from a major hadoop distributer such as Cloudera, HortonWorks and MapR is a major plus. Hadoop developer certifications from other distributers may only be considered at the government’s discretion.', '\nStrong presentation skills are a major plus.\n']"
1296,data/html_job_postings/a993ff1a28793da2_fccid.html,data scientist,"Sunnyvale, CA 94089",,"['Ability to mentor and up level junior data scientists\n', 'Experience with crafting deep learning solutions\n', 'Solid Understanding of programming fundamentals\n', '5+ yrs working as a data scientist with large scale systems.\n', 'Good understanding of machine learning algorithms, tools and platforms\n', 'Experience in at least one of these Toolkits - numpy , scipy , scikit -learn, tensorflow , pytorch , keras , genism, vowpal wabbit, etc.\n', 'Good Python proficiency\n', 'Self-starter and intellectual curiosity\n', 'Great communication skills and ability to simplify data science concepts to stakeholders\n', 'Proficiency in data exploration techniques and tools\n']"
1299,data/html_job_postings/a2f2f0dbf5817d51_fccid.html,manager of data science,"Burbank, CA",Burbank California,"['Qualifications: 7-10 years (3 years min relevant experience in the role) experience, Bachelor’s Degree.', 'Must have experience in Software Engineering Techniques, Software Engineering Architecture, Software Engineering Lifecycle and Data Management.', 'Should be proficient in Business Analysis, Business Knowledge, Software Engineering Leadership, Architecture Knowledge and Technical Solution Design.']"
1300,data/html_job_postings/2257e2b9d2cb3022_fccid.html,"product analyst, point of sale and customers","San Francisco, CA 94103",,"['\nPartner with product stakeholders to make data-driven decisions across the organization by leveraging descriptive and predictive analytics where it will have material impact', '\nApply a diverse set of tactics including statistics, quantitative reasoning, and machine learning, to solve problems as well as independently research and produce actionable insights', '\nOwn, coordinate, and solve complex, cross-functional problems that extend beyond the traditional boundaries of product domains, analytics, and data science', '\nCommunicate analysis and decisions to high-level stakeholders and executives in verbal, visual, and written media', '\nLead the data strategy of embedded product engineering, influencing them to make well-informed architecture and design decisions that affect data at Square', '\nProvide comprehensive day-to-day analytics support to partner teams, develop tools and resources to empower data access and self-service so your expertise can be leveraged where it is most impactful', '\n3+ years of analytics experience or equivalent', '\nExtremely strong written and verbal communication skills and ability to build strong relationships and influence with product partners', '\nProven ability to lead cross-functional projects that depend on the contributions of others in a variety of disciplines', '\nFluency with data, analytics and visualization technologies (We primarily use SQL, Looker, and Python)', '\nExperience in applying both data-backed heuristics and machine-learning techniques to solve practical product problems such as predicting churn, cross selling, clustering user archetypes, and more', '\nFamiliarity with data warehouse design, development and best practices', '\nHealthcare coverage', '\nRetirement Plans', '\nEmployee Stock Purchase Program', '\nMeal reimbursements', '\nWellness perks', '\nPaid parental leave', '\nFlexible time off', '\nLearning and Development resources']"
1301,data/html_job_postings/37e54d38b5dc3331_fccid.html,senior data scientist,"Mountain View, CA",Fraud Analytics,"['Acute business sense, deeply understand the business model, transaction flow, and payment system. Discovery the potential risk point, work closely with product manager, engineer, and operations to design data pipeline and risk strategy framework.', 'Lay the groundwork – hypothesize as an individual researcher and in collaboration with other team members on how to solve fraud problems. Perform data preparation activities, such as collecting, cleaning, and organizing.', 'Produce clear, understandable visualizations, dashboard and reports to share with Senior Management and business partners, provide the insightful story from the data perspective to risk policy owners.', 'Establish a holistic risk modeling framework for addressing the risk of fraud and financial abuse across riders, drivers, merchants, and affiliates', 'Deep dive into data through systematic and ad hoc analyses and build machine learning models to score the identity, behavior, reputation and other risk characteristics of the customers.', 'Communicate Results on a regular basis to stakeholders around the world, including executive leadership', 'Master degree (Ph.D. is a plus) in Statistics, Mathematics, Computer Science, Engineering or a similar Quantitative field, or equivalent practical experience.', 'Strong modeling skillset, hands on mastery of data manipulation and experience with data analytics tools (SQL, R, Python, Hive, Spark, and other data analysis packages)', 'Experience working in payments fraud or credit risk modeling is desired but not mandatory', 'Knowledge of the latest ML techniques like decision tree, random forest is a plus, but not a requirement', 'Creative problem solving and critical thinking skills']"
1302,data/html_job_postings/67dafec654e7c111_fccid.html,data scientist,"Tempe, AZ",,"['Develop advanced analytics and predictive models from design through implementation in the areas of pricing and promotion, marketing, merchandising, and other areas of the business as needed\n', 'Utilize data mining and statistical techniques to derive business value from store, product, operations, financial, and customer transactional data\n', 'Clearly and concisely explain complex analytical findings to non-analytical peers and business leaders\n', 'Provide a strong analytical voice to the rest of the business and be an advocate for using analytics to solve problems and create business value\n', 'Conduct ad-hoc analyses as required\n', 'Other duties as assigned\n', 'Working knowledge of R, Python, or other analytical programming language\n', 'Ability to query large data sets using SQL or Spark; experience with cloud-based environments preferred\n', 'Experience using Data visualization software such as Tableau or Power BI\n', 'Working knowledge of statistical and machine learning techniques such as regression, time series forecasting, clustering, optimization, etc.\n', 'Strong interpersonal skills, including the ability to communicate the business benefits of analytics\n', 'Availability to travel up to 25% of the time\n', 'Bachelor’s degree required, preferably with a quantitative focus (Statistics, Business Analytics, Data Science, Math, Economics, etc.)\n', 'Master’s degree preferred\n', '1-2 years of experience in a data science/advanced analytics role, or demonstrated ability to perform job functions via academic project/internship experience\n']"
1303,data/html_job_postings/9a53a7cf74243ce1_fccid.html,data engineer,"Fremont, CA",,"['Web development experience (AngularJS, D3).', 'Experience in a statistical programming language like R or Python; applied machine learning techniques including dimensionality reduction strategies, supervised/unsupervised classification and natural language processing frameworks.', 'Experience in at least one data visualization tools (e.g. Tableau, QlikView) and data warehousing tools (e.g. Informatica) is preferred', 'Building and scaling Machine Learning frameworks', ""Hadoop (Hive, Spark, UDF's)"", 'Web development experience (AngularJS, D3).', '5+ years of relevant experience in one of the following areas: Data engineering, database engineering, business intelligence or business analytics.', '5+ years of hands-on experience in writing complex, highly-optimized SQL queries across large data sets.', '2+ years of experience in scripting languages like Python etc.']"
1304,data/html_job_postings/73f9dfe83b556dd6_fccid.html,ied and insurgent network analyst,"Charlottesville, VA",Journeyman,"['Produces intelligence assessments for formal production and release to the Intelligence Community (IC) and other consumers Coordinates with other NGIC offices, IC organizations and theater intelligence resources to gather additional information and share analytic conclusions', 'Conducts all-source intelligence analysis to identify insurgent and IED networks, which include leaders, facilitators, financiers, cell members and bomb makers to identify potential targets for possible lethal and non-lethal action Coordinates with other teams, including WTI, the Direct Support SIGINT Element (DSSE), and NGA GEOINT support to produce assessments and targeting products Develop regional network assessments of IED and insurgent networks', 'Produce targeting support products for deployed forces Prepare and present intelligence briefings and presentations.', 'Evaluate information reporting and sources', 'Answer Requests for Information (RFI) Develop Source Directed Requirements (SDR)', 'Populate and maintain databases, production trackers and files Capable of rotational deployment throughout theater of operation to conduct counterinsurgent and IED network analysis (upon successful pre-deployment evaluation)', 'Five (5) or more years of intelligence analysis and targeting experience', 'Experience as intelligence or targeting analyst in Afghanistan is desired Knowledgeable of the Intelligence Cycle, Collection Management Cycle, Targeting Cycle and intelligence analytic techniques including trend and pattern analysis, geospatial analysis, link analysis and network or social network analysis', 'Experienced with data processing systems such as DCGS-A, CIDNE, and SIPRNET and JWICS search engines', 'Working knowledge of i2 Analyst Notebook, AXIS Pro, WebTAS, ArcGIS, and Google Earth Proficient at using basic computer applications and intelligence related automation to support analytical efforts and product development Possess strong research and writing skills', 'Capable of effectively operating alone in support of tactical forces conducting counter insurgent/IED targeting', 'Government trained intelligence analysts; (MOS) 31D, 311D, 35F, 350F, 35D, 18F, 180A, or DoD joint service equivalent, or civilian 0132, 1811', 'On a case-by-case basis a badge and credentialed Law Enforcement officer with at least 5 years experience conducting investigations on an accredited Local/State/or Federal Law Enforcement Agency is acceptable', 'High school diploma or GED', 'TS/SCI']"
